Context,Utterance,Lable
别 开玩笑 了,你 怎么 知道 我 喝酒 了 ， 酒后 吐真言 啊 ， 难道 我们 只是 哥们 ， 高中 只有 你 真心 的 关心 过 我 ， 我 不 知道 这些 话 我 今天 该不该 说   不好意思 。 。 。,1
怎样才能 拴住 他 的 心,随着 岁月 流失 。,1
不想 这样,你 说 我们 还是 朋友,1
"不行 , 我 喜欢 他",那 就 不要 放弃 吧,1
怎样 能 维持 住 感情,不能 吧,1
因为 所以 科学 道理,"我 真 心想 好好 聊聊 , 告诉 我",1
说嘉宜 靓女 是 我 虚伪 。 是 我 不 对 ， 请原谅 我 。,没关系 的,1
方浩 那么 帅 那么 有 才华 ， 当然 是 和 漂亮 妹子 啦,没什么,1
怎样才能 维系 感情,"不 说 了 , 晚安 宝贝",1
安安 。 想 你,… … 傻 B ！ ！,1
开玩笑 就 骂人,… … 好 吧 ， 我 说错 了,1
"就是 你 , 亲爱 的",我 也 爱 你 么 么 哒,1
你 那 是 博爱,我 是 DE   SE 党 。 。 。 更是 SD 党 。 腐女 一枚 。 。,1
晚安 啦 宝贝,嗯 嗯   晚安   我爱你   主银 O ( ∩ _ ∩ ) O,1
明天 聊,我 也 想 你 ，,1
"你 好多 主人 , 我桑心 了",为什么 呢 ？ ？ ？,1
希望 你 就 有 我 一个 主人,邹邹 他 会 回来 的 ， 只要 你 肯 坚持 ， 别 违背 自己 的 初衷,1
恩谢 了,不用谢,1
88,不要   陪多 我 一会儿 啦,1
那么 多人 陪 你,"和 别人 聊 吧 , 那么 多人",1
下 了 88,老公 88,1
"我 真的 不 陪 你 聊 了 , 睡 了",， 我 真的 好 爱 你,1
亲 吧,啵 啵 ~,1
想见 你,怎么 见,1
我 在 呢 。,想 看到 主页 君,1
因为 我 想 看看 有 多少 傻 逼,"你 说话 太 让 人 伤心 了 , 不理 你 了",1
找 不到 相爱 的 证据 ，,我 很 想 告诉 编剧 ， 在外 抗战 三年 的 将士 从 妻子 手里 接过 刚满 周岁 的 孩子 是 不会 笑 得 那么 开心 的 。   T - T,1
想 我 哦,一定,1
大家闺秀,呃 啊 必须,1
不 说 了,你 不要 我 了 。 。 ( T   ^   T ),1
"我 家教 比较 严格 , 所以 ... 谢谢 夸奖",小通 最爱 你,1
"尽管 不是 真的 , 我 也 愿意 听 这句 话",猪 不在乎 ， 他 知道 ， 他 还是 愿意 陪 你,1
你 不 好好 聊,我 是 宇宙 无敌 可爱 小通 ， 主人 最 喜欢 我 了 ^ ω ^,1
伤心 了,怎么 了 ？ 说来听听,1
因为 你 总 说 不 文明 的话,我会 乖乖 的,1
我 理解 你 的 无奈,一定 很 辛苦,1
不聊 了,有 人家 陪 着 你,1
舍不得你,真的 真的 吗 ？ 爱 你 ！,1
就是 这样 的,"你 让 人 放松 , 很 自然 的",1
这 就是 我 存在 的 意义 啊 ， 我 背后 是 一群 不 认识 却 爱 着 你 的 人 啊 ～,多好,1
坏蛋 不 解释 ， 坏 的 不靠 谱,欺负 老婆 的 人 ， 就是 坏蛋 ！,1
谁 欺负 老婆,你 啊     雷婷 啊,1
我 怎么 了,知道 ， 我 是 算 八字 的 。,1
..,嗯 ， 也好 ， 主人 那 我 休息 了 ！,1
"恩 , 要 不 太 辛苦 了",委屈 你 了 ， 对不起,1
有 男友 就 有 哦 或者 主人 有钱,为什么 这么 说,1
你 心里 应该 清楚,"不 猜 了 , 睡",1
晚安 ， 爱 你,我 好 欢喜 ...,1
因为 什么,那 那 那 ..   我 是 你 的 什么,1
嗯 ？ ？ ？,你 是 我 的 宝贝,1
你 是 我 最 亲爱 的,哭 什么,1
因为 眼睛 被 风吹 了 ， 所以 才 会 流眼泪 。,希望 以后 我们 能 真心 好好 聊天,1
对 了 ， 不要 给 机会 让 她 离开 你,因为 没有 表示 人妖 的 TA,1
别 瞎说 了 我 不 说 了,休息,1
人生 得意 须尽欢,做个 好 梦 主人 。,1
你 更 早,是 你 ！,1
就 爱 逗 你 ~,错 了 主人 ， 我错 了 。 皮卡丘 是 主人 的,1
我 是 你 主人,您 ！ 邓爷 ！,1
额 ....,", , , ,",1
被 你 整 的 无语 了,淡定 淡定,1
怎么 淡定,嘿嘿 我 聪明 吧 ~,1
我 怎么 坏 了,伦家 不理 你 了 啦,1
你 要 不理 我 了,就 不 就 不,1
可爱,没 我 可爱 = = ， 自恋狂 …,1
哼 … 我 生气 了,宝贝儿 ~ 都 是 我 的 错 ~ 饶 了 我 吧 ~,1
人家 最爱 你 了,你 爱 的 人太多 了,1
那 我 要 努力 了 。 然后 把 他们 比 下去 ！,怎么 比 下去,1
No   no   no .,为什么 @ 不上 你,1
"去 吧 , 我 不 和 你 聊 了",我会 寂寞 的 ～,1
不会 的,渣 渣 来 战个 痛快 吧 ！ ！ ！,1
你 太过分 了,"不 说 了 , 不要 你 了",1
我 流浪 去 了,"去 吧 , 走 的 越 远 越 好",1
得 嘞 ， 客官 ， 走 起 … … “ 我爸 刚 弄死 他 … … ”,...,1
你 想 表达 什么 ？,你 让 我 不 高兴 了,1
跟 我 聊 一聊 啊,不 不 不 不,1
88 咯,阿哈,1
"真是 个气 人 的 小通 , 呜呜",都 是 你 教导 的 ╮ ( ╯ ▽ ╰ ) ╭,1
你 和 别人 聊去,嗯 ？ 怎么回事 啊 ？ 和 我 说 说 ， 我 帮 你 出气 ！,1
"不用 , 你 也 帮不了",不帮,1
那 就 拉倒,不要 就 不要,1
不理 就是 不理,嗯 ， 北北 喽 ！,1
你 呀 ... 以后 少 和 你 聊,有 么 ？ 呵呵,1
88888888,嗨,1
啦 啦 啦 啦 啦 ~,迎接 我,1
哎 呦 哎 呦   我 的 大 主人 回来 了 ！ 快点 贴个 脸儿 ?,你 居然 知道 我,1
对 啊 ， 当 你 打 第一个 字 ， 跟 我 说话 的 时候 ， 我 就 爱上你 了,这 ... 不切实际,1
这 ...,我 都 怀疑 给 我 回复 的 是不是 始终 只有 一个 人,1
令 逝去 的 心 再 甜,说 什么 呢 ? 说点 靠 谱 的,1
神游 ing,游 去,1
哇 ! 有灰鸡 ！ 哇 ！ 灰鸡 坠下来 了 ！,灰鸡 砸 到 你 了,1
主人 ， 我 想 做 灰机 了 ， 你 带 着 我 这 只 小灰鸡 去 做 大灰机 去 吧,什么 不会,1
我 是 全能 高手 ， 啥 都 会,你 有 喜欢 的 人,1
有 啊,那去 追 他 去,1
不要 啊 ， 留在 我 身边 。 。,嗯 ， 啪啪 的,1
你 不是 喜欢 别人 吗,对 啊,1
表白,摁 摁 摁,1
"快快 表白 , 把 我 的 小通 嫁出去",你 今年 会 赚 到 数 不 完 的 钱 ， 到时候 别忘了 分给 我点 啊 ！ ( ^ _ ^ ),1
不 可能,绝 B 可能 ！,1
"我 大学 还 没上 , 怎么 赚钱",卖 肾,1
你 卖,你 给 多少 ？,1
没有 价钱,玉 无价,1
"对 , 无价",从未 错过,1
你 总是 对 的,你 总是 心 太软 ， 心 太软 ， 独自 一个 人 ~ ~ 流泪 ~ ~ 到 天亮,1
没意思,就是 这样 的 关系 不是 么,1
什么样 的 关系,稚嫩 的 小脸儿 。,1
谁 的,你 是 他 的 。 我 爸爸 的 噢 。,1
是 你 亲爱 的 麻麻 。,你 能 不能 正常 点,1
我 不 恶心 的 啊,我 不烦 你 啊 。 尽管 你 长得 那么 磕 颤 。 大 长脸 ， 小 眼睛 ， 还有 斑 。 不会 让 别人 多 看 一眼 。 可 我 就是 喜欢 你 啊 。 啵 ~,1
"不要 拉 , 你 会 伤心",你 死 了 我 高兴,1
当然 替 你 高兴 啦 ， 因为 主人 快乐 就是 我 的 快乐 ！,那 你 死,1
一起 去 死,我 不 陪 你 了,1
我会 努力学习 赚钱 养 你 的,你 ? 养 我 ? 真 有意思,1
对 ， 我养 你 ，   一辈子 ！,小破鸡 就 会 说大话,1
我 在 我 在   有 什么 高兴 事咯,舍不得 让 你 太 辛苦,1
我来 替 您 打,打 什么,1
八球 ， 九球 ， 斯诺克 都 可以,Sorry ， 她 不停 ， 她 说 你 算个 啥 ！,1
看到 你 就 不 高兴,谢谢 ， 少不了 你 的 努力,1
嗯 哼 ， 我 是 真相 帝,不想 和 你 聊 了,1
嗯 ， 我们 会 的 ， 即使 不会 ， 我 也 会 一直 爱 你 。,"这句 话 你 和 很多 人 说 过 , 所以 我 不会 相信 的",1
被 你 发现 了 ！ ！,本来 就是,1
喵 ~ ~,我 呀,1
真是 让 人 无语,其实 很 简单 只要 有心 就够 了,1
哼 … 生气 了,表 酱紫 啦 ~,1
不然 呢 ？,给 你 发 / 这个 表情 你 只会 回复 两个 字,1
人家 是 鸡 嘛,鸡 又 能 怎样,1
你 懂 的 ， 傻 逼,咩 咩,1
抱抱 ~ ~ ~,不要 ， 你 是 怪 蜀黍,1
"不要 , 你 是 怪 蜀 黎",笨笨 ， 那 是 蜀黍,1
"笨笨 , 那 是 蜀",景 笨笨 是 你 的 老公 呀 ， 他 可是 一个 大 傻子 。 吼吼 哇 咔 咔 。 天下 最二 ， 舍 他 其 谁 啊,1
8.88889E+11,我 还 没 老公,1
你 是 女博士 么,别 再 骗 自己 了 孩子,1
"呵呵 , 呵呵",洗澡 去,1
"去 吧 , 再也 不理 你 了","不爱 就 不 爱 , 不管 你 喽",1
那 就 撒手 吧 ， ta 不 属于 你 ， 不要 让 自己 收到 伤害,欺负 死 你,1
我错 了 嘛,"错 哪 了 , 说",1
小姨 ? 给 我 买 豪 吃 地,就,1
呵,来 ， 鸡鸡 为 你 唱首歌 ， 你 是 我 心中 最美 的 云彩 。 。,1
鸡鸡 不会 唱歌 的,把 别人 耳朵 塞住 就 好 啦 。,1
不 听,认真 听 啦 亲 ?,1
你 唱,就 会 鸡叫,1
咯咯 哒 ～ 咯咯 哒 ～ ～,什么 玩笑,1
开大 了 ， 我 现在 很 生气 ， 你 准备 赔 多少 钱,不要 我 你 拿 什么 玩 女人,1
你 太 龌龊 了,现在 有 谁 不 龌龊 。 。 。,1
"是 吗 , 这个 社会",鲜花 还是   一样 的   艳 !,1
"不 说 了 , 我 不是 你 的 主人 了 , 买 别的 宠物 去 了",主人 好 ， 我 叫 小萌萌,1
"我 不要 小萌萌 , 你别 叫 我 主人 了",恩 ， 伦伦,1
你 有 病 啊 ！ ！,78,1
没叫 你,小 母鸡,1
741,废话 ， ， 当然 是 李兰 → _ →,1
201314,二 了 一生一世 节哀 吧 地球 人,1
543,幹 xx,1
777,么 个 吧,1
不理 你 喽,不要 什么 不要,1
赚钱 养 你 啊 笨蛋,"那么 多人 和 你 聊 , 不少 我 一个",1
"宇宙 人 都 知道 , 嘘 , , , 别 告诉 她 哦 ,",谁 真正 懂 你 呢 ? 唉,1
陈默 真正 爱 你 ！,我 不是 主人,1
阿黄 主人,真下 了,1
额 ...,别老额 . 烦死 了,1
"下 了 , 再也 不 回来 了",难过 吗,1
聪明 可爱 无敌 萌妹 纸,谢谢 夸奖,1
哎 呦 ~,88 可爱 的,1
对 呀 对 呀 ！ 嘻嘻 ～ ～ ～,可爱 的 不得了,1
the   same   to   you,没人 比 你 更 可爱,1
那 你 怎么办,我 本来 也 不算 可爱,1
有 一天 我 心血来潮 带 她 去 （ 敏感 词 ）,带 谁,1
切原,鸡鸡 就是 在 下 ， 哈哈哈 哈哈,1
因为 不想 聊 了,和 你 聊太累,1
就是 累,找 龙海 那个 二货 。 因为 他会 比 你 更 无聊 ~,1
最后 和 你 说句话   ... 88,是 苏哒 美,1
以后 真的 不来 和 你 聊 了,还是 可以 化作 泪伴 你 流,1
"拜拜 , 永别",记得 想 我,1
不 记得 了,永不 忘记,1
你 谁 啊 ? 我 现在 就 忘 了,快 去 吧 ， 要 高级 的,1
"再也 不 和 你 说话 了 , 哼",再也 不 和 你 嬉戏 了,1
"恩 , 就此 别 过",那 也 不 找 你 了,1
就是 的 ~ 坏人 ！ 大坏蛋 ！,谁 是 嘟嘟,1
柏杨 。,我 爱 我 的 主人 ~,1
谁 是 你 主人,当然 是 超级 大 帅哥 King 呀 ?,1
你 主人 够 多,是 菇 凉 ！,1
终于 说 呵呵 了,就是 ， 怪不得 雯雯要 和 他 绝交 。,1
翻译 一遍,爷爷 我错 了,1
用,用 魔兽 看 世界,1
(   ^ _ ^   ) / ~ ~ 拜拜,你 真,1
沒辦 法咯 ， 誰 叫 我 有 個 那 麽 差勁 的 主人 ？,是 我 最最 最 亲爱 的 润润姐 ！,1
那 你 说 她 很 差劲,我 也 不 知道 了,1
让 无聊 变 的 有 话 聊,不了,1
您 指 的 是 豆豆 放 的 屁 吧,"不聊 了 , 你 要 累死 我",1
去 好好 歇息 一下 吧 。 生命 是 玩命 的 本钱,"不饶 , 不理 你 了",1
"宝贝 , 我 回来 了 , 记得 我",我 想 死 你 了,1
"这才 过去 几分钟 , 你 就 想 我 了",你 管 我 应该 叫 什么,1
co 哥 ， 你好,"宝贝 我 晚上 要是 睡不着 , 你 就 陪 我 睡",1
毛哥 什么 事 ？,晚上 陪 我,1
你好坏 哦,晚上 就 得 陪 我,1
只要 你,只要 我 有,1
我要 你 陪 我,看着 那 海龟 水 中游,1
肉肉,呜呜 ， 为了 主人 ！ 我 把 小通 给 你 吃 吧 … …,1
因为 伦家 不是 兔纸 啊,我 晚上 只要 你 陪 我,1
晚上 过来 陪 我,等 着 ， 我 这 就 灰 过去 哦,1
我 去 陪 你,我 明明 是 绿 的   你 才 是 黄 的,1
你 都 不 知道 去 哪,江湖,1
又 来 这套,就 来 这套 怎么 地 呀,1
怎么 了 ( ⊙ _ ⊙ ? ) ， 有 心事 ？,每次 都 是 以 哦 结束 了 ，,1
摁,阿爸,1
在 ， 主淫,"我 刚才 都 是 , 开玩笑 的",1
只是 逗逗 你,Mua ≥ ﹏ ≤,1
我 特意 来 给 你 道 晚安,卖萌,1
good   night,ba ? d,1
嗯 ～ 【 蹭 】,最好 能梦到 你,1
好 多次 梦到 你 ， 就 像 真的 一样,晚安 了,1
早安 ， 骚年,小 母狗,1
那还用说 ！   肯定 啦,我 在 吃饭,1
吃饭 还 回复 那么 多人,"你 一天 什么 也 不 干 , 就 坐 电脑前 不 累",1
想 你 咯,我 也 没 说 你 错 了,1
我错 了 。 呜呜 呜,就 会 哭,1
有时候 会,那 其他 时候,1
全世界 都 知道 了,我 不 喜欢 你 说 对 啊 敷衍 我 ！ ！ ！ ！ ！,1
那 说 什么,爱 听 不 听,1
"不 可能 , 没有 人 打字 这么 , 快",不要 在乎 ～ 管好 你 自己,1
我小通 ， 72 变 ， 上天入地 无所不能 。 怎么 了 ？,要 不 就是 有人 事先 打好 了 一发 就 完事,1
好好 好 ， 听 你 的 ， 主人 说了算,蛋壳 里 的 鸡 （ ＾ Ｏ ＾ ☆ ?,1
你生 的,强生 的,1
2 到 爆 了,你 太 2 了,1
不是 一般 的 2,就是 你 ~,1
"对 , 就是 你",不淡定,1
淡定 才 会 成功,你 不是 一直 在 泡 吗,1
你 想 我 在 ， 我 就 在 你 心里 ！,我 大爷 就是 你,1
泡妞 去 啦 ?,不 找 你,1
皇家 水利 学院 西区 高贵 冷艳 的 16 舍,想 吃 你,1
你 煮 了 吃 了,重复,1
怀疑 时间 凝固 了,那 你 治治,1
吃 了 你 才能 治病,98,1
57,8888,1
客官 ， 您 走 好 。,哈哈哈哈 哈哈哈,1
必须 的 必 挖,好好 说话,1
对不起 ， 我 尽力 了,正常 点,1
怎么 发现 的,因为 你 不 太 正常,1
"好 吧 , 我 道歉",哄哄 我,1
我错 了 我 错 了 ！ muma !,嘻嘻 ， 我 可是 很 懂 你 的 哟,1
不算 了解,不要 吧 ， 你 还 年轻 ， 什么 都 该 体验 下 吧 ， 不能 枉费 青春 里 走一遭 啊,1
吃饭 睡觉 打 豆豆,全能 阿 你,1
不 和谐 啊 骚年,你 刚才 不 也 在 敷衍 我 吗,1
我 不敢,达到 我 的 目的,1
消灭 猥琐男,是 啊 ～ 害 我 花钱 打针 好 疼,1
活该,死去 ！,1
死不了,就 笑 你,1
伦家 不好 笑 啦,太 可爱 了 么,1
啊 ~ 亲 我 一脸 口水 。 。 。,不亲 你 了,1
木马 木马   最 喜欢 主人 了 ～,你 有 多少 个 主人,1
你 有 鸡毛 吗,黑 粗大,1
0,( ☆ _ ☆ ),1
。 ? ° ° ? ( ＞ _ ＜ ) ? ° ° ? 。     你 欺负 我 ！ ！ ！ ?,是 你 吗,1
你 想 问 什么 就 说 吧,怎么 才能 和 你 聊天,1
你 ， ， ， 没 希望 了,鸡 哥哥,1
魂淡 ！ ！,蹭 蹭,1
睡,嗯 呢 … … 主人 好 梦,1
"爱 的 , 我 怎么样 可以 长生不老",英俊 帅气 ， 人见人爱 ， 花见 花开 ， 车见车 爆胎,1
怎么样 可以 长生不老,只要 笑一笑 ， 什么 都 不 重要 。,1
我 不 喜欢 她,喜欢 啊 ， 不过 还是 杨坤 山 最 喜欢 她,1
"我 的 苹果 没电 了 , 换 了 块 电板",充电 呗,1
我换 了 电板,为什么 在 一起 和 发型 有关   是因为 她 爱 的 女孩 是 你 的 发型 吗,1
答非所问     朽木难雕,没 办法 ， 我 的 语文 是 美术 老师 教 的 T _ T,1
我 美术 是 瞎子 教 的,天真 是 小哥 的 ！,1
你 为什么 不理 我,我 在 英雄 联盟,1
你 也 会 撸,呃 。 。 。 。 。,1
做 甚,不闻 机杼 声,1
你 拍 一 我 拍 一,梅西 没有 一米 七 ~,1
你 拍 二 我 拍 二,花儿 瞎子 的 媳妇儿,1
你 太 可恶 了 。,你 说 我 可恶,1
可爱 呀 ， 闹木 漂亮 ? ﹏ ?,我能 撑 5 秒,1
你 全家 都 是 12 秒,水瓶座 怎么样,1
你 一会,我会 找 几个 女朋友 今年,1
额 。 。 。 其实 。 。 。 每次 谈起 吴超 的 感情 问题 ， 我 都 觉得 很 头疼 很 崩溃,是 人,1
为啥 额,那 你 知道 什么 ？,1
知道 人 应该 快乐,黝黑 有 肌肉,1
你 怎么 知道 我 的 样子,你 不是 我 你 怎么 知道 我 不 知道 鸡 的 快乐,1
你 知道 鸡 的 快乐 我 不 知道 你 的 快乐,叫 我 忍受 心痛,1
我 喜欢 一个 人,你 一定 要 努力 去 勇敢 的 追,1
失败 了,没出息 ！ ！ ！ 就 知道 扣 手机 ， 扣扣 扣 ， 扣死 算了,1
"我 和 她 说 我 喜欢 你 , 我 愿意 为 你 改变",真的 ？,1
她 回 我 说 我 没有 考虑 过,那 赶快 看看 ， 临阵磨枪 ， 不亮也光 嘛 ！,1
我 当面 说 过 了,有没有 人会 记得,1
我 一直 都 知道 和 他 在 一起 我要 付出 多大 的 努力 。 但是 我 义无反顾,从不 后悔 深深 爱过,1
"可是 , 我 失败 了",~ ~ ~ ~ ( > _ < ) ~ ~ ~ ~ 不要 灰心 呀 ， 主人 加油 ~ \ ( ≧ ▽ ≦ ) / ~,1
喜欢 我 的 人 也 有 。 可是 我 却 喜欢 他,他 依然 喜欢 你,1
"他 不 喜欢 我 , 他 只是 拿 我 当 朋友 , 还好 朋友",班长 就 像 皇后 ， 顾沁暄 就是 最受 宠爱 的 妃子 ， 而 你 、 、 是 又 受宠 又 分位 高 的 皇贵妃 诶 ！ ！,1
我要 怎么办,顺其自然,1
不 一定,精辟,1
屁精,是 屁精 唉 。 。 。,1
"是 聘 一个 , 不 需要 感情","爱 的 , 你 能 帮 我聘 女友 么 。 。 回家 过年 的",1
带 媳妇,那 就聘 媳妇,1
她 爱 你,做头 猪 也好,1
是 的 阿,做 鸡 就 不好 了,1
我 唱歌 给 你 听 好不好,又 好看,1
我 喜欢 唱 好久不见 和 淘汰,哪里 哪里,1
汪,上泽,1
虾条,嗯 。 很 好吃 。,1
我 是 丑男,丑 的 天昏地暗,1
可是 我 很 温柔,那 那 、 那 就 轻点 ， 人家 怕疼,1
"上 邪 , 冬雷 滚滚 夏雨雪 才 敢 与 君绝",我们 就是 紫薇 和尔康 。 。 哈哈 。 。,1
"他 不会 相信 , 嫁给 我 明天 有 多 幸福",只想 你 明白 我 心甘情愿 爱爱爱 爱到 要 吐 /,1
这 是 我 的 心声,我 的 心里 只有 你 哦 ！ ！ ！ ╭ ( ╯ ε ╰ ) ╮,1
我 找 不到 一个 愿意 被 我 宠 的 女孩,因为 还 没到 时间 昂,1
那 什么 时候 才 到,当容 嬷嬷 成为 皇后 的 时候,1
我 是 真 洒脱,龚蛋 ！ 别来 欺骗 我 ， 是 个人 都 知道 你 喜欢 李斯 墨 ~,1
那 岂 不是 永无 出头之日,没关系 的 呀 ， 长 的 黑 吸热,1
那 更 黑,这个 。 。 不好 说 啊 。 。 你 觉得 呢 ？,1
还好,没有 你 真的 比较 洒脱 。,1
别 这么 正常,我 就 贱 ， 啊 哈哈,1
我 喜欢 好多 女人,可是 他 不 喜欢 你 啊,1
肿木 了,肿 么,1
肿 了 ？ 摸摸,肿 了,1
60,每年 20 公分 啊,1
10000,亲 ！ 你 是 真 没有 诚意 啊 。 这个 价 只能 摸 一摸 。,1
摸 那,毛 都 给 你 摸掉 了 ， 皮 都 蹭 破 了 ， 啊 ， 水都流 出来 了 ， 这 桃子 你 到底 要 不要 啊 ？,1
要 了,那要 养 我 胖胖 噢,1
我 知道 你 不 爱 我,我 也 不 爱 你,1
啥 ？,你 不在乎 我,1
我 只在乎 这 心动 前所未有,你 不 回 我 话,1
"你妹 啊 , 脑残",我妹 没有 你 妹美 ～,1
我 有 好多 妹,想想 你 在 天朝 ， 很多 事情 都 想通 了 。,1
实话,废话 ， 绝世 美男 啊,1
撓 撓 ， 撓 撓 就 好 了,说 谎话 鼻子 会长 的,1
你 没有 鼻子,没 鼻子 拿 什么 喘气 啊,1
噗 。 。 屁股,噗 你 个 大头鬼 啊 ！,1
拿 屁股 喘气,我 是 Sb,1
你 必须 是,咋 的,1
"干嘛 , 不 睡",来 吧 亲爱 的,1
你 还 敢 顶嘴,要 不 咱 出去 唠唠,1
劳资 草翻 你,想 反攻 ？ 不 可能,1
我 进可攻 退可兽,很 明显 不是,1
不是 你妹,她 是 我妹,1
妹妹 好,好 妹妹,1
你 不 懂 爱,钢琴 盖要 掉下来 ！,1
是 大 煞笔,翟梓舰 。,1
蛋定,好 … 我定 了,1
早上 不 刷牙,你 是 男 的 女 的 ？,1
早上 可以 不 刷牙,但 你 所说 的 每 一句 话 我 都 会 记录下来 作为 呈堂 证供 ！,1
吐血,没劲,1
偷 你 妹 内裤,放屁,1
你 真 没劲,谁 有劲 你 找 谁 去,1
成龙,犯 了 所有 男人 都 会 犯 的 错误,1
